Tweet,User - Location,User - Followers,Classificacao,Sentimento,Tweet_Ingles,Class_TextBlob
patrimônio declarado do cesar maia no mínimo é crime fiscal r$ 83 mil ele mora no barril com o chaves esse país nunca dará certo,,863,Neutro,2,declared assets of cesar maia at least is a tax crime R $ 83 thousand he lives in the barrel with the keys this country will never work,Negativo
patrimônio declarado do cesar maia no mínimo é crime fiscal r$ 83 mil ele mora no barril com o chaves esse país nunca dará certo,,899,Neutro,2,declared assets of cesar maia at least is a tax crime R $ 83 thousand he lives in the barrel with the keys this country will never work,Negativo
pf prf e receita federal prestando um serviço extraordinário ✅✅✅👏🏻👏🏻👏🏻,"Teresina, Brasil",866,Positivo,1,pf prf and IRS providing an extraordinary service ✅✅✅👏🏻👏🏻👏🏻,Positivo
por que o imposto do mei é tão caro 60 por mês pra ter cnpj ta longe de ser algo acessível inferno,Triste nos Pampas,4884,Negativo,0,why the mei tax is so expensive 60 per month to have cnpj ta far from something accessible hell,Negativo
pq pra um produto ser analisado pela fiscalização aduaneira demora tanto,,82,Negativo,0,because for a product to be analyzed by customs inspection it takes so long,Negativo
precisa regularizar dados no cadastro de pessoa física #cpf 📄 a disponibiliza canais virtuais gratuitos para o serviço 📱💻 veja 📷 receita federal,Brasília/DF,163455,Positivo,1,need to regularize data in the register of individuals #cpf 📄 a provides free virtual channels for the service 📱💻 see 📷 federal revenue,Positivo
precisa regularizar dados no cadastro de pessoa física #cpf 📄 a disponibiliza canais virtuais gratuitos para o serviço 📱💻 veja 📷 receita federal,Brasília/DF,163617,Positivo,1,need to regularize data in the register of individuals #cpf 📄 a provides free virtual channels for the service 📱💻 see 📷 federal revenue,Positivo
precisa regularizar dados no cadastro de pessoa física #cpf 📄 a disponibiliza canais virtuais gratuitos para o serviço 📱💻 veja 📷 receita federal,Brasília - DF,299913,Positivo,1,need to regularize data in the register of individuals #cpf 📄 a provides free virtual channels for the service 📱💻 see 📷 federal revenue,Positivo
precisa regularizar dados no cadastro de pessoa física #cpf 📄 a disponibiliza canais virtuais gratuitos para o serviço 📱💻 veja 📷 receita federal,Brasília - DF,300130,Positivo,1,need to regularize data in the register of individuals #cpf 📄 a provides free virtual channels for the service 📱💻 see 📷 federal revenue,Positivo
preciso da minha declaração original do ir e nao consigo pegar pelo app me ajuda ai,"Serra, Espírito Santo",450,Negativo,0,I need my original declaration of going and I can&#39;t get through the app help me there,Positivo
produtos ilegais estavam até mesmo sendo transportados dentro de malas em voos domésticos / #iptv #receitafederal #pirataria #tvporassinatura / com e,,2367,Positivo,1,illegal products were even being transported in suitcases on domestic flights / #iptv #receitafederal #piracy #tvporassinatura / com e,Negativo
programa de controle de contêineres parceria global entre no brasil porto de santos e com o apoio da,South America,8962,Positivo,1,container control program global partnership between brasil porto de santos and with the support of,Neutro
quanta burocracia para obter o numero de um recibo do ir na,São Gonçalo - RJ,107,Negativo,0,how much bureaucracy to get a receipt number for going to the,Positivo
quanto advogados cobram quantias vultuosa para defender o cliente 70%💵 é para comprar a sentença e como a coaf e etc não podem investigar movimentação atípica dessas pessoas nada pode ser provado para prendelos,fortaleza. city natal cedro-ce,11005,Neutro,2,how much lawyers charge hefty amounts to defend the client 70% 💵 is to buy the sentence and how coaf and etc. cannot investigate atypical movement of these people nothing can be proven to arrest them,Positivo
quanto advogados cobram quantias vultuosa para defender o cliente 70%💵 é para comprar a sentença e como a coaf e etc não podem investigar movimentação atípica dessas pessoas nada pode ser provado para prendelos,fortaleza. city natal cedro-ce,10999,Negativo,0,how much lawyers charge hefty amounts to defend the client 70% 💵 is to buy the sentence and how coaf and etc. cannot investigate atypical movement of these people nothing can be proven to arrest them,Positivo
que comentário infeliz arrumando desculpa esfarrapada p/não reajustar a tabela do imposto de renda tabela defasada em 103 87% promessa de campanha pq não taxa as grandes fortunas,Vitória ES,87,Negativo,0,what an unfortunate comment making a lame excuse for not readjusting the income tax table table lagged by 103 87% campaign promise because it doesn&#39;t tax big fortunes,Negativo
que isso se está assim pq perdeu milhões teria através da lei rouanet imagina reelegemos em 2022 e seu sucessor 2026/2030 aguarde e cuidado pois ela está atrás de todos que tem contrato prestador serviços vamos aguardar feliz 2021,"Brasília, Brasil",62,Positivo,1,that if it is like this because it lost millions it would have through the rouanet law imagine reelecting us in 2022 and its successor 2026/2030 wait and be careful because it is behind everyone who has a service provider contract let&#39;s wait happy 2021,Positivo
que isso se está assim pq perdeu milhões teria através da lei rouanet imagina reelegemos em 2022 e seu sucessor 2026/2030 aguarde e cuidado pois ela está atrás de todos que tem contrato prestador serviços vamos aguardar feliz 2021,"Brasília, Brasil",63,Positivo,1,that if it is like this because it lost millions it would have through the rouanet law imagine reelecting us in 2022 and its successor 2026/2030 wait and be careful because it is behind everyone who has a service provider contract let&#39;s wait happy 2021,Positivo
que o e o nos expliquem isso,,384,Negativo,0,that the and explain this to us,Neutro
quero nada de natal só mentalizar conseguir ser auditor fiscal na nossa um dia ah se vou,"Botafogo, Rio de Janeiro",336,Positivo,1,I don&#39;t want anything for Christmas just to be able to become a tax auditor in ours one day ah if I&#39;m going,Positivo
quero nada de natal só mentalizar conseguir ser auditor fiscal na nossa um dia ah se vou,"Botafogo, Rio de Janeiro",337,Positivo,1,I don&#39;t want anything for Christmas just to be able to become a tax auditor in ours one day ah if I&#39;m going,Positivo
quero parabenizar a que em 2021 completa 10 anos do meu recurso administrativo ainda não julgado depois reclamam qdo falam mal do serviço público haja incompetência,,2,Negativo,0,I want to congratulate that in 2021 completes 10 years of my administrative appeal not yet judged after they complain when they speak ill of the public service there is incompetence,Negativo
quero parabenizar a que em 2021 completa 10 anos do meu recurso administrativo ainda não julgado depois reclamam qdo falam mal do serviço público haja incompetência,,3,Negativo,0,I want to congratulate that in 2021 completes 10 years of my administrative appeal not yet judged after they complain when they speak ill of the public service there is incompetence,Negativo
recebeu uma notificação de lançamento de imposto de renda com o edefesa da não é mais preciso sair de casa saiba como usálo #transformaçãodigital,Brasil,21042,Positivo,1,received a notice of income tax release with edefesa da no longer need to leave home know how to use it # transformaçãodigital,Neutro
recebeu uma notificação de lançamento de imposto de renda com o edefesa da não é mais preciso sair de casa saiba como usálo #transformaçãodigital,Brasil,21045,Positivo,1,received a notice of income tax release with edefesa da no longer need to leave home know how to use it # transformaçãodigital,Neutro
receita federal apreende 300 toneladas de mercadorias importadas de forma irregular 📷,Brasília,48845,Positivo,1,Federal Revenue seizes 300 tons of imported goods irregularly 📷,Neutro
receita federal descarta taxação de grandes fortunas uma vergonha a rfb dar uma declaração porca dessa primeiro ao não indicar a taxação é pior ainda dizer que é fácil burlar o sistema,,1279,Negativo,0,federal revenue rules out taxing big fortunes a shame to rfb giving a nutty statement of that first by not indicating taxation is even worse to say that it is easy to circumvent the system,Positivo
receita federal descarta taxação de grandes fortunas uma vergonha a rfb dar uma declaração porca dessa primeiro ao não indicar a taxação é pior ainda dizer que é fácil burlar o sistema,,1275,Negativo,0,federal revenue rules out taxing big fortunes a shame to rfb giving a nutty statement of that first by not indicating taxation is even worse to say that it is easy to circumvent the system,Positivo
