,Tweet,Cidade,User - Followers,Classificacao,Sentimento,LSTM,UF
1673,cumpridos oito mandados busca uruguaiana investigacao combate grupo criminoso responsavel pratica delito descaminho vinhos espumantes argentina brasil acao apoio forca nacional seguranca publica,"canoas,rs",120,Positivo,1,1,RS
1105,deve 80 milhoes reais nenhuma autoridade pais diz nada cobra nada pais vergonhoso gente ordinaria,"capela,sergipe ",1621,Neutro,2,2,SE
1106,deve 80 milhoes reais nenhuma autoridade pais diz nada cobra nada pais vergonhoso gente ordinaria,"capela,sergipe ",1632,Neutro,2,2,SE
1107,deve 80 milhoes reais nenhuma autoridade pais diz nada cobra nada pais vergonhoso gente ordinaria,"capela,sergipe ",1642,Neutro,2,2,SE
1246,ignorancia,"caraguatatuba,brasil",147,Neutro,2,2,Não Informado
1254,ignorancia,"caraguatatuba,brasil",149,Neutro,2,2,Não Informado
1250,ignorancia,"caraguatatuba,brasil",148,Neutro,2,2,Não Informado
1361,sei n auditoria bem feita n deve ficar pedra pedra receita federal apresenta representacao criminal contra globo 12 celebridades crimes contra ordem tributaria,"caraguatatuba,sp",1785,Positivo,1,1,SP
1581,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,"caratinga,brasil",3385,Positivo,1,1,Não Informado
1543,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,"caratinga,brasil",3386,Positivo,1,1,Não Informado
1487,advogado pcc mandou dar corretivo jornalista,"cariacica,esp. santo,brasil.",2173,Neutro,2,2,Não Informado
549,#tecnologia #malhafina,"caruaru,pe",133,Positivo,1,1,PE
689,paguei agora da be aguardando ansiosamente album finalmente deus humilhados exaltados fazem toda vez fazer divida enorme manda big hit criar novas formas envio pq aguento gastar,casa do hobi,949,Negativo,0,0,RO
2570,presente beainda ta brasil chegar vou ter pagar rin receita federal pq fodo,casa do hobi,955,Negativo,0,0,RO
1592,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,"caucaia,brasil",728,Positivo,1,1,Não Informado
1554,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,"caucaia,brasil",736,Positivo,1,1,Não Informado
2656,circula whatsapp video homem afirma pix forma controle social banco central receita federal acesso informacoes detalhadas compras brasileiros confira #agencialupa #pix #bancocentral,"caucaia,brasil",920,Neutro,2,2,Não Informado
2708,gente vamos cobrar acao responsaveis criem vergonha cara rf enche saco todos anos reapresentar documentos qq razao putos,caxambu mg,223,Negativo,0,0,RO
2997,gente vamos cobrar acao responsaveis criem vergonha cara rf enche saco todos anos reapresentar documentos qq razao putos,caxambu mg,226,Negativo,0,0,RO
2299,segunda feira estarei la 9 manha pegar darf vou ter voltar pago receita federal odeioooo,"caxias city,rj",909,Negativo,0,0,RJ
1532,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,"caxias do sul rs,brasil",115,Positivo,1,1,RS
2196,remedio alguem serio assumir receita federal ir atras dessa gente qdo tudo acabar,"caxias do sul,rs",456,Negativo,0,0,RS
546,equipe humanista maravilhosa #oiapoque,cayenne,699,Positivo,1,1,RO
548,equipe humanista maravilhosa #oiapoque,cayenne,698,Positivo,1,1,RO
1056,atencao precisa regularizar dados cadastro pessoa fisica #cpf disponibiliza canais virtuais gratuitos servico veja receita federal,ceara s c !!!,1346,Positivo,1,1,RO
1055,atencao precisa regularizar dados cadastro pessoa fisica #cpf disponibiliza canais virtuais gratuitos servico veja receita federal,ceara s c !!!,1344,Positivo,1,1,RO
2207,pq abin preparou relatorio ajudar defesa flavio pq receita federal reuniu defesa flavio,"centro,rio de janeiro",59,Negativo,0,0,RJ
1280,parabens,"chapeco,brasil",5377,Positivo,1,1,Não Informado
2934,fazer denuncia empresa fantasmas,cidade  de  contagem m.g.,1292,Neutro,2,2,RO
202,gente paga salario vcs mesmo,cidade maravilhosa ,566,Negativo,0,0,RO
2409,exvice e agora fato prefeito goiania pastor evangelico declarou receita federal ter 90 patrimonio deixo aqui lamento povo bela cidade,cinturao de van allen,4256,Neutro,2,2,RO
441,esperava palmas recebeu pedradas,colle ,107,Negativo,0,0,RO
440,melhor ter ficado quieta,colle ,107,Negativo,0,0,RO
1721,#areceitafederalnaopara receita federal apreende 670 kg cocaina carga goiabada porto santos somente 2020 alfandega santos interceptou 20 5 toneladas cocaina cargas exportacao destinadas europa saiba mais,"cologne,germany",897,Positivo,1,1,Não Informado
938,decapitado,"conselheiro mata, diamantina",692,Neutro,2,2,Não Informado
937,decapitado,"conselheiro mata, diamantina",689,Neutro,2,2,Não Informado
2142,olhem ali atras homem ultima live presidente camisa brasil mostrou cicatriz coracao mandetta decapitado ue mandetta pode tirem mulher claque favor foco brasil faturou 1 milhao blogueiro,"conselheiro mata, diamantina",692,Neutro,2,2,Não Informado
2138,olhem ali atras homem ultima live presidente camisa brasil mostrou cicatriz coracao mandetta decapitado ue mandetta pode tirem mulher claque favor foco brasil faturou 1 milhao blogueiro,"conselheiro mata, diamantina",689,Neutro,2,2,Não Informado
2915,vez repito pf deve investigar psdb sp la muita verba desviada,conservador,2875,Negativo,0,0,RO
2749,sistema apuracao simples nacional inoperante exatamente vespera vencimento tributo 20/01/2021,"contagem,mg,brasil",46,Negativo,0,0,MG
710,liberem encomenda,copacabana beach,1455,Negativo,0,0,RO
1175,passa ladrao tira presidentes empresas vende lobby ver origem dess fortuna,"coral springs,fl",12332,Positivo,1,2,Não Informado
1176,passa ladrao tira presidentes empresas vende lobby ver origem dess fortuna,"coral springs,fl",12350,Positivo,1,2,Não Informado
972,#operacao lavagem dinheiro chocolate imoveis querem salvar flavio jair,"core,etuba ",1057,Neutro,2,2,Não Informado
1029,xp suspeita desde inicio #lavajato #orcrim curitiba,"core,etuba ",1049,Negativo,0,2,Não Informado
2869,forca virus aproveita ai,"core,etuba ",1055,Neutro,2,2,Não Informado
413,bom local fazerem varredura,"core,etuba ",1049,Positivo,1,1,Não Informado
1620,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,"cornelio procopio,brasil",85,Positivo,1,1,Não Informado
2014,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,"cotia,brasil",2194,Negativo,0,0,SP
2039,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,"cotia,brasil",2189,Negativo,0,0,Não Informado
2064,flavio bolsonaro advogadas tres reunioes receita pedir dados aparelhada,"cotia,brasil",2187,Negativo,0,0,Não Informado
2405,frauda imposto hoje empresario trabalhador vai cadeia pagar prometer pagar deve sindifisco sindicato nacional auditoresfiscais receita federal propoe mude reforma tr,cu,438,Neutro,2,2,RO
375,e vou longe a deixa vc fazer atualizacao valor venal,cudimundistao,12897,Neutro,2,2,RO
2241,esperando bonita receita federal liberar bebe novo aaaaaa,"cuiaba,brasil",123,Negativo,0,0,MS
2263,olha mexer receita federal dor cabeca facam declaracoes imposto muita antecedencia to tao saturado organizando 2020,"cuiaba,brasil",3350,Negativo,0,0,MS
2535,abin produziu ilegalmente dois relatorios detalha funcionamento suposta organizacao criminosa receita federal que segundo defesa flavio feito devassa dados fiscais senador #blogdomauro,"cuiaba,mt",107,Negativo,0,0,MT
2620,maiores exchanges mundo e aceita deposito reais fazer trades faz outro par pq tudo feito reais obrigados passar mov receita federal,"curitiba,brasil",22549,Negativo,0,0,PR
1172,malha cai peixe miudo graudos filho ex presidente lula filho atual presidente nada ne,"curitiba,brasil",46,Negativo,0,2,PR
2574,odeio receita federal,"curitiba,brasil",189,Negativo,0,0,PR
2157,tudo bem fim ano funciona ai,"curitiba,brasil",1652,Negativo,0,0,PR
22,igual aqui curitiba abriram tudo pediram ir igual imposto renda multa sugestao pagamento precisa pagar pq pessoas consciencia ne,"curitiba,brasil",22,Neutro,2,2,PR
2540,caralho homens receita federal programa discovery gostoso arr,"curitiba,brasil",472,Negativo,0,0,PR
2613,pedir receita federal vem bota ne hahahahaha,"curitiba,brasil",1815,Neutro,2,2,PR
1044,alo vao tributar/reter equipamento usado enviado reparo,"curitiba,brazil",63,Negativo,0,0,PR
2257,captcha receita federal hoje,"curitiba,brazil",81,Negativo,0,0,PR
2093,informa programa gerador documento arrecadacao simples nacional microempreendedor individual pgmei sendo ajustado adequacao calculo #inss base novo valor salario minimo agencia brasil /arq,"curitiba,brazil,creci20968f",1439,Positivo,1,1,PR
2091,apreendeu 670 kg cocaina porto santos sp escondidas carga goiabada droga enviada antuerpia belgica vai investigar caso,"curitiba,brazil,creci20968f",1439,Positivo,1,1,PR
2129,pendencias cpf pode usar canais virtuais fazer regularizacao saber situacao cadastro contribuinte deve acessar site receita baixar aplicativo cpf digital celular abr,"curitiba,brazil,creci20968f",1439,Positivo,1,1,PR
2290,palavra receita remete coisas tao boas receita vovo receita pao queijo delicia passa receita etc parar nome instituicao tao diabolica quanto receita federal,"curitiba,pr",5207,Negativo,0,0,PR
2534,receita federal ta pedindo caralhada documento comprovar valor produto cheena aceita mo sei valor bem abaixo normal chama promocao declaracao valor correto taxar vai ser pior nega,"curitiba,santa maria",36,Negativo,0,1,PR
2464,verba ressarcimento deputado galo 22 meses pagos total 343 mil empresa cujo capital social 100 mil acordo informacoes receita federal dona exesposa,cvel,187,Neutro,2,2,RO
1869,receita federla ampliou 31 marco 2021 dispensa necessidade apresentar documentos originais copias autenticadas solicitar servicos receita federal prestar esclarecimentos saiba mais #rfb #receitafederal #prazo #servicos,"d,brasil,sp",6557,Positivo,1,1,SP
2568,banco safra derem 4 empresas mas somente declarada receita federal porem sabe informar outras tres nome filho herdeiro familia safra,"dallas,tx",14735,Negativo,0,0,Não Informado
2455,realizar pagamento despacho postal tributacoes site correios mini tutorial proceder pagamentos receita federal brasil importacao passa fiscalizacao aduaneira cobrada alguma taxa despacho postal r$15 tributacao,dark of human soul: shadow,141,Neutro,2,2,RO
2885,eae piranholanoise faccao lego mecheu gangentao corre nois vamo pega,de boa numa rede,359,Neutro,2,2,RO
854,cala boca mano,depende o momento,183,Neutro,2,2,RO
2591,acordo jose maria trindade patrimonio declarado bruno covas 105 mil serio declarou isso serio receita federal tse acreditou cara deputado engenheiro classe media fez salario literalmente queimou,"detroit,eua ",17844,Negativo,0,0,Não Informado
2661,sindifisco sindicato nacional auditoresfiscais receita federal propoe mude reforma tributaria sancoes penais prisao fraudar impostos apos quitacao debitos receita federal,deutschland,287,Neutro,2,2,RO
1585,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,df,5919,Positivo,1,1,RO
2677,q aqui aproveito perguntar suspensao escudo milhares cpfs q passam investigacao crivo qualquer especie acompanhamento parece q li cf q todos iguais perante lei,df,5885,Negativo,0,0,RO
1547,#3 juntos podem dar golpe fatal milicias organizacoes #pcc tempos deixou ser gangue cadeia atuar organizacao crime transnacional significa trafico virou meio fim $$ poder,df,5926,Positivo,1,1,RO
2310,vai toma cu receita federal todo dia maluco,diadema sp,182,Negativo,0,0,RO
1832,droga carga goiabada exportada antuerpia belgica carga selecionada conferencia meio criterios objetivos analise risco incluindo inspecao intrusiva imagens escaner #acoesdareceita #aduana #rfb #santos,"direita sdv,brasil",1627,Positivo,1,1,Não Informado
2654,circula whatsapp video homem afirma pix forma controle social banco central receita federal acesso informacoes detalhadas compras brasileiros confira #agencialupa #pix #bancocentral,"distrito federal,brasil",226,Neutro,2,2,DF
1706,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,"distrito federal,brasil",6355,Positivo,1,1,DF
1953,receita federal autua 3 994 contribuintes autorregularizaram autuados contribuintes regularizaram apos terem sido alertados inconsistencias declaracoes saiba mais #rfb #regularizacao #fiscalizacao,"distrito federal,brasil",6174,Positivo,1,1,DF
205,bom mas vai investigar filhos homem especial aparelhada de leve,"distrito federal,brasil",375,Negativo,0,0,DF
1694,pf junto deflagrou 79a fase #lavajato denominada vernissage nesta fase investigacoes concentradas esquema compra obras artes lavagem capitais oriundas pagamentos propinas,"distrito federal,brasil",1280,Positivo,1,1,DF
1743,#arrecadacao arrecadacao total receitas federais atingiu novembro 2020 valor 140 101 milhoes periodo acumulado janeiro novembro 2020 arrecadacao alcancou valor 1 320 325 milhoes saiba mais #rfb,"distrito federal,brasil",6174,Positivo,1,1,DF
1186,normal qualquer pessoa pode pedir atendimento personalizado secretario telefone 146,"distrito federal,brasil",280,Negativo,0,0,DF
1187,normal qualquer pessoa pode pedir atendimento personalizado secretario telefone 146,"distrito federal,brasil",282,Negativo,0,0,DF
1188,normal qualquer pessoa pode pedir atendimento personalizado secretario telefone 146,"distrito federal,brasil",283,Negativo,0,0,DF
1950,receita federal apreende 575 50 kg cocaina porto paranagua quarta apreensao realizada somente mes dezembro saiba mais #rfb #apreensao #paranagua #aduana #acoesdareceita #receitafederal,"distrito federal,brasil",6174,Positivo,1,1,DF
1817,#sisobrapref novo regulamento estabelece regras uso sistema cadastramento alvaras habitese municipios administracoes regionais distrito federal saiba mais #alvara #habite_se #receitafederal #rfb #sistema #obras,"distrito federal,brasil",6174,Positivo,1,1,DF
3,anuncio saida brasil pegou governo surpresa marca havia recebido aproximadamente 20 bilhoes incentivos produzir pais desde 1999 segundo receita federal,"distrito federal,brasil",9130,Negativo,0,0,DF
